<doc id="bv_doc_id__30" attrs="word lemma type">
II	bv_doc_id__30_d21e395
zum	bv_doc_id__30_d21e18726
Amtsantritt	bv_doc_id__30_d21e18728
des	bv_doc_id__30_d21e18730
neuen	bv_doc_id__30_d21e18732
Landeshauptmannes	bv_doc_id__30_d21e18734
soll	bv_doc_id__30_d21e18736
der	bv_doc_id__30_d21e18739
alte	bv_doc_id__30_d21e18741
Landeshauptmann	bv_doc_id__30_d21e18743
zur	bv_doc_id__30_d21e18745
Fortführung	bv_doc_id__30_d21e18747
der	bv_doc_id__30_d21e18749
Geschäfte	bv_doc_id__30_d21e18752
angewiesen	bv_doc_id__30_d21e18754
sein	bv_doc_id__30_d21e18756
<g/>
:/	
<g/>
(	
2	bv_doc_id__30_d21e18764
<g/>
)	
Bis	bv_doc_id__30_d21e18768
zur	bv_doc_id__30_d21e18770
Beeidigung	bv_doc_id__30_d21e18773
des	bv_doc_id__30_d21e18775
Landeshauptmannes	bv_doc_id__30_d21e18777
oder	bv_doc_id__30_d21e18782
seines	bv_doc_id__30_d21e18784
Stellvertreters	bv_doc_id__30_d21e18786
hat	bv_doc_id__30_d21e18788
der	bv_doc_id__30_d21e18790
Landesamts¬	bv_doc_id__30_d21e18793
direktor	bv_doc_id__30_d21e18799
die	bv_doc_id__30_d21e18801
Geschäfte	bv_doc_id__30_d21e18803
des	bv_doc_id__30_d21e18805
Bundes	bv_doc_id__30_d21e18807
unter	bv_doc_id__30_d21e18810
seiner	bv_doc_id__30_d21e18812
per¬	bv_doc_id__30_d21e18814
sönlichen	bv_doc_id__30_d21e18819
Verantwortung	bv_doc_id__30_d21e18821
zu	bv_doc_id__30_d21e18823
führen	bv_doc_id__30_d21e18825
<g/>
;	
für	bv_doc_id__30_d21e18830
diese	bv_doc_id__30_d21e18832
Ver¬	bv_doc_id__30_d21e18834
antwortung	bv_doc_id__30_d21e18839
gelten	bv_doc_id__30_d21e18841
dieselben	bv_doc_id__30_d21e18843
Bestimmungen	bv_doc_id__30_d21e18845
wie	bv_doc_id__30_d21e18847
für	bv_doc_id__30_d21e18850
jene	bv_doc_id__30_d21e18855
des	bv_doc_id__30_d21e18857
Landeshauptmannes	bv_doc_id__30_d21e18859
<g/>
.	
Dasselbe	bv_doc_id__30_d21e18863
gilt	bv_doc_id__30_d21e18866
für	bv_doc_id__30_d21e18868
den	bv_doc_id__30_d21e18870
Fall	bv_doc_id__30_d21e18875
der	bv_doc_id__30_d21e18877
Verhinderung	bv_doc_id__30_d21e18879
des	bv_doc_id__30_d21e18881
Landeshauptmannes	bv_doc_id__30_d21e18883
und	bv_doc_id__30_d21e18886
seines	bv_doc_id__30_d21e18891
Stellverteeters	bv_doc_id__30_d21e18893
<g/>
.	
“	bv_doc_id__30_d21e18897
<g/>
(	
3	bv_doc_id__30_d21e18905
<g/>
)	
Zur	bv_doc_id__30_d21e18909
Vertretung	bv_doc_id__30_d21e18911
des	bv_doc_id__30_d21e18914
Landesamtsdirektors	bv_doc_id__30_d21e18916
jeweils	bv_doc_id__30_d21e18921
der	bv_doc_id__30_d21e18923
rangälteste	bv_doc_id__30_d21e18925
rechtskundige	bv_doc_id__30_d21e18927
Verwaltungs	bv_doc_id__30_d21e18929
beamte	bv_doc_id__30_d21e18934
der	bv_doc_id__30_d21e18936
Landesregierung	bv_doc_id__30_d21e18938
berufen	bv_doc_id__30_d21e18940
<g/>
,	
auf	bv_doc_id__30_d21e18945
den	bv_doc_id__30_d21e18947
diesem	bv_doc_id__30_d21e18952
Fall	bv_doc_id__30_d21e18954
auch	bv_doc_id__30_d21e18956
die	bv_doc_id__30_d21e18958
Bestimmungen	bv_doc_id__30_d21e18960
des	bv_doc_id__30_d21e18963
zweiten	bv_doc_id__30_d21e18965
Absatzes	bv_doc_id__30_d21e18970
Anwendung	bv_doc_id__30_d21e18972
finden	bv_doc_id__30_d21e18974
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e18673
<g/>
)	
Artikel	bv_doc_id__30_d21e18985
96.	bv_doc_id__30_d21e18987
Mit	bv_doc_id__30_d21e18994
Zustimmung	bv_doc_id__30_d21e18996
des	bv_doc_id__30_d21e18998
Bundesrates	bv_doc_id__30_d21e19000
oder	bv_doc_id__30_d21e19002
Auf	bv_doc_id__30_d21e19005
Ersuchen	bv_doc_id__30_d21e19007
des	bv_doc_id__30_d21e19009
betreffenden	bv_doc_id__30_d21e19011
Landtages	bv_doc_id__30_d21e19014
kann	bv_doc_id__30_d21e19016
der	bv_doc_id__30_d21e19018
Bundespräsident	bv_doc_id__30_d21e19020
auf	bv_doc_id__30_d21e19022
Vorschlag	bv_doc_id__30_d21e19024
der	bv_doc_id__30_d21e19027
Bundesregierung	bv_doc_id__30_d21e19029
vorübergehend	bv_doc_id__30_d21e19031
zur	bv_doc_id__30_d21e19033
Aufrechterhaltung	bv_doc_id__30_d21e19035
der	bv_doc_id__30_d21e19037
Ordnung	bv_doc_id__30_d21e19040
und	bv_doc_id__30_d21e19042
Sicherheit	bv_doc_id__30_d21e19044
in	bv_doc_id__30_d21e19046
außerordentlichen	bv_doc_id__30_d21e19048
Fällen	bv_doc_id__30_d21e19050
die	bv_doc_id__30_d21e19053
zweckdienlichen	bv_doc_id__30_d21e19055
Verwaltungsmaßnahmen	bv_doc_id__30_d21e19057
treffen	bv_doc_id__30_d21e19059
<g/>
.	
Artikel	bv_doc_id__30_d21e18985
96.	bv_doc_id__30_d21e18987
Mit	bv_doc_id__30_d21e18994
Zustimmung	bv_doc_id__30_d21e18996
des	bv_doc_id__30_d21e18998
Bundesrates	bv_doc_id__30_d21e19000
oder	bv_doc_id__30_d21e19002
Auf	bv_doc_id__30_d21e19005
Ersuchen	bv_doc_id__30_d21e19007
des	bv_doc_id__30_d21e19009
betreffenden	bv_doc_id__30_d21e19011
Landtages	bv_doc_id__30_d21e19014
kann	bv_doc_id__30_d21e19016
der	bv_doc_id__30_d21e19018
Bundespräsident	bv_doc_id__30_d21e19020
auf	bv_doc_id__30_d21e19022
Vorschlag	bv_doc_id__30_d21e19024
der	bv_doc_id__30_d21e19027
Bundesregierung	bv_doc_id__30_d21e19029
vorübergehend	bv_doc_id__30_d21e19031
zur	bv_doc_id__30_d21e19033
Aufrechterhaltung	bv_doc_id__30_d21e19035
der	bv_doc_id__30_d21e19037
Ordnung	bv_doc_id__30_d21e19040
und	bv_doc_id__30_d21e19042
Sicherheit	bv_doc_id__30_d21e19044
in	bv_doc_id__30_d21e19046
außerordentlichen	bv_doc_id__30_d21e19048
Fällen	bv_doc_id__30_d21e19050
die	bv_doc_id__30_d21e19053
zweckdienlichen	bv_doc_id__30_d21e19055
Verwaltungsmaßnahmen	bv_doc_id__30_d21e19057
treffen	bv_doc_id__30_d21e19059
<g/>
.	
Artikel	bv_doc_id__30_d21e19069
97.	bv_doc_id__30_d21e19071
Vereinbarungen	bv_doc_id__30_d21e19076
der	bv_doc_id__30_d21e19078
Länder	bv_doc_id__30_d21e19080
untereinander	bv_doc_id__30_d21e19082
können	bv_doc_id__30_d21e19084
nur	bv_doc_id__30_d21e19087
über	bv_doc_id__30_d21e19089
Angelegenheiten	bv_doc_id__30_d21e19091
ihres	bv_doc_id__30_d21e19093
selbständigen	bv_doc_id__30_d21e19095
Wirkungskreises	bv_doc_id__30_d21e19097
getroffen	bv_doc_id__30_d21e19100
werden	bv_doc_id__30_d21e19102
und	bv_doc_id__30_d21e19104
sind	bv_doc_id__30_d21e19106
der	bv_doc_id__30_d21e19108
Bundesregierung	bv_doc_id__30_d21e19110
unverzüglich	bv_doc_id__30_d21e19113
anzuzeigen	bv_doc_id__30_d21e19115
<g/>
.	
Fünfter	bv_doc_id__30_d21e19119
Abschnitt	bv_doc_id__30_d21e19121
<g/>
.	
Von	bv_doc_id__30_d21e19126
der	bv_doc_id__30_d21e19128
Rechnungskontrolle	bv_doc_id__30_d21e19130
im	bv_doc_id__30_d21e19132
Bunde	bv_doc_id__30_d21e19134
<g/>
.	
Artikel	bv_doc_id__30_d21e19069
97.	bv_doc_id__30_d21e19071
Vereinbarungen	bv_doc_id__30_d21e19076
der	bv_doc_id__30_d21e19078
Länder	bv_doc_id__30_d21e19080
untereinander	bv_doc_id__30_d21e19082
können	bv_doc_id__30_d21e19084
nur	bv_doc_id__30_d21e19087
über	bv_doc_id__30_d21e19089
Angelegenheiten	bv_doc_id__30_d21e19091
ihres	bv_doc_id__30_d21e19093
selbständigen	bv_doc_id__30_d21e19095
Wirkungskreises	bv_doc_id__30_d21e19097
getroffen	bv_doc_id__30_d21e19100
werden	bv_doc_id__30_d21e19102
und	bv_doc_id__30_d21e19104
sind	bv_doc_id__30_d21e19106
der	bv_doc_id__30_d21e19108
Bundesregierung	bv_doc_id__30_d21e19110
unverzüglich	bv_doc_id__30_d21e19113
anzuzeigen	bv_doc_id__30_d21e19115
<g/>
.	
Fünfter	bv_doc_id__30_d21e19119
Abschnitt	bv_doc_id__30_d21e19121
<g/>
.	
Von	bv_doc_id__30_d21e19126
der	bv_doc_id__30_d21e19128
Rechnungskontrolle	bv_doc_id__30_d21e19130
im	bv_doc_id__30_d21e19132
Bunde	bv_doc_id__30_d21e19134
<g/>
.	
Artikel	bv_doc_id__30_d21e19144
98.	bv_doc_id__30_d21e19146
Zur	bv_doc_id__30_d21e19151
Überprüfung	bv_doc_id__30_d21e19153
der	bv_doc_id__30_d21e19155
Gebarung	bv_doc_id__30_d21e19157
in	bv_doc_id__30_d21e19159
der	bv_doc_id__30_d21e19162
gesamten	bv_doc_id__30_d21e19164
Staatswirtschaft	bv_doc_id__30_d21e19166
des	bv_doc_id__30_d21e19168
Bundes	bv_doc_id__30_d21e19170
und	bv_doc_id__30_d21e19172
der	bv_doc_id__30_d21e19175
Länder	bv_doc_id__30_d21e19177
<g/>
,	
ferner	bv_doc_id__30_d21e19181
der	bv_doc_id__30_d21e19183
Gebarung	bv_doc_id__30_d21e19185
der	bv_doc_id__30_d21e19188
von	bv_doc_id__30_d21e19190
Organen	bv_doc_id__30_d21e19192
des	bv_doc_id__30_d21e19194
Bundes	bv_doc_id__30_d21e19196
oder	bv_doc_id__30_d21e19198
der	bv_doc_id__30_d21e19201
Länder	bv_doc_id__30_d21e19203
verwalteten	bv_doc_id__30_d21e19205
Stiftungen	bv_doc_id__30_d21e19207
<g/>
,	
Fonds	bv_doc_id__30_d21e19211
26	bv_doc_id__30_d21e19216
und	bv_doc_id__30_d21e19218
Anstalten	bv_doc_id__30_d21e19220
ist	bv_doc_id__30_d21e19222
der	bv_doc_id__30_d21e19224
Rechnungshof	bv_doc_id__30_d21e19227
berufen	bv_doc_id__30_d21e19229
<g/>
.	
Er	bv_doc_id__30_d21e19233
kann	bv_doc_id__30_d21e19235
auch	bv_doc_id__30_d21e19237
die	bv_doc_id__30_d21e19240
Gebarung	bv_doc_id__30_d21e19242
von	bv_doc_id__30_d21e19244
Unternehmungen	bv_doc_id__30_d21e19246
überprüfen	bv_doc_id__30_d21e19248
<g/>
,	
an	bv_doc_id__30_d21e19253
denen	bv_doc_id__30_d21e19255
der	bv_doc_id__30_d21e19257
Bund	bv_doc_id__30_d21e19259
oder	bv_doc_id__30_d21e19261
die	bv_doc_id__30_d21e19263
Länder	bv_doc_id__30_d21e19266
finanziell	bv_doc_id__30_d21e19268
beteiligt	bv_doc_id__30_d21e19270
sind	bv_doc_id__30_d21e19272
<g/>
.	
Artikel	bv_doc_id__30_d21e19144
98.	bv_doc_id__30_d21e19146
Zur	bv_doc_id__30_d21e19151
Überprüfung	bv_doc_id__30_d21e19153
der	bv_doc_id__30_d21e19155
Gebarung	bv_doc_id__30_d21e19157
in	bv_doc_id__30_d21e19159
der	bv_doc_id__30_d21e19162
gesamten	bv_doc_id__30_d21e19164
Staatswirtschaft	bv_doc_id__30_d21e19166
des	bv_doc_id__30_d21e19168
Bundes	bv_doc_id__30_d21e19170
und	bv_doc_id__30_d21e19172
der	bv_doc_id__30_d21e19175
Länder	bv_doc_id__30_d21e19177
<g/>
,	
ferner	bv_doc_id__30_d21e19181
der	bv_doc_id__30_d21e19183
Gebarung	bv_doc_id__30_d21e19185
der	bv_doc_id__30_d21e19188
von	bv_doc_id__30_d21e19190
Organen	bv_doc_id__30_d21e19192
des	bv_doc_id__30_d21e19194
Bundes	bv_doc_id__30_d21e19196
oder	bv_doc_id__30_d21e19198
der	bv_doc_id__30_d21e19201
Länder	bv_doc_id__30_d21e19203
verwalteten	bv_doc_id__30_d21e19205
Stiftungen	bv_doc_id__30_d21e19207
<g/>
,	
Fonds	bv_doc_id__30_d21e19211
26	bv_doc_id__30_d21e19216
und	bv_doc_id__30_d21e19218
Anstalten	bv_doc_id__30_d21e19220
ist	bv_doc_id__30_d21e19222
der	bv_doc_id__30_d21e19224
Rechnungshof	bv_doc_id__30_d21e19227
berufen	bv_doc_id__30_d21e19229
<g/>
.	
Er	bv_doc_id__30_d21e19233
kann	bv_doc_id__30_d21e19235
auch	bv_doc_id__30_d21e19237
die	bv_doc_id__30_d21e19240
Gebarung	bv_doc_id__30_d21e19242
von	bv_doc_id__30_d21e19244
Unternehmungen	bv_doc_id__30_d21e19246
überprüfen	bv_doc_id__30_d21e19248
<g/>
,	
an	bv_doc_id__30_d21e19253
denen	bv_doc_id__30_d21e19255
der	bv_doc_id__30_d21e19257
Bund	bv_doc_id__30_d21e19259
oder	bv_doc_id__30_d21e19261
die	bv_doc_id__30_d21e19263
Länder	bv_doc_id__30_d21e19266
finanziell	bv_doc_id__30_d21e19268
beteiligt	bv_doc_id__30_d21e19270
sind	bv_doc_id__30_d21e19272
<g/>
.	
Artikel	bv_doc_id__30_d21e19282
99.	bv_doc_id__30_d21e19284
<g/>
(	
1	bv_doc_id__30_d21e19293
<g/>
)	
Der	bv_doc_id__30_d21e19298
Rechnungshof	bv_doc_id__30_d21e19300
untersteht	bv_doc_id__30_d21e19302
unmittelbar	bv_doc_id__30_d21e19304
dem	bv_doc_id__30_d21e19307
Bundestag	bv_doc_id__30_d21e19309
und	bv_doc_id__30_d21e19311
dem	bv_doc_id__30_d21e19313
Bundesrat	bv_doc_id__30_d21e19315
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19326
<g/>
)	
Der	bv_doc_id__30_d21e19331
Rechnungshof	bv_doc_id__30_d21e19333
besteht	bv_doc_id__30_d21e19335
aus	bv_doc_id__30_d21e19337
einem	bv_doc_id__30_d21e19340
Präsidenten	bv_doc_id__30_d21e19342
und	bv_doc_id__30_d21e19344
den	bv_doc_id__30_d21e19346
erforderlichen	bv_doc_id__30_d21e19348
Beamten	bv_doc_id__30_d21e19350
und	bv_doc_id__30_d21e19353
Hilfskräften	bv_doc_id__30_d21e19355
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e19366
<g/>
)	
Der	bv_doc_id__30_d21e19371
Präsident	bv_doc_id__30_d21e19373
des	bv_doc_id__30_d21e19375
Rechnungshofes	bv_doc_id__30_d21e19377
wird	bv_doc_id__30_d21e19380
vom	bv_doc_id__30_d21e19382
Bundestag	bv_doc_id__30_d21e19384
gewählt	bv_doc_id__30_d21e19386
<g/>
.	
Die	bv_doc_id__30_d21e19390
Wahl	bv_doc_id__30_d21e19393
bedarf	bv_doc_id__30_d21e19395
der	bv_doc_id__30_d21e19397
Genehmigung	bv_doc_id__30_d21e19399
des	bv_doc_id__30_d21e19401
Bundesrates	bv_doc_id__30_d21e19403
<g/>
.	
<g/>
(	
4	bv_doc_id__30_d21e19415
<g/>
)	
Der	bv_doc_id__30_d21e19420
Präsident	bv_doc_id__30_d21e19422
des	bv_doc_id__30_d21e19424
Rechnungshofes	bv_doc_id__30_d21e19426
darf	bv_doc_id__30_d21e19429
keiner	bv_doc_id__30_d21e19431
politischen	bv_doc_id__30_d21e19433
Körperschaft	bv_doc_id__30_d21e19435
angehören	bv_doc_id__30_d21e19437
und	bv_doc_id__30_d21e19439
in	bv_doc_id__30_d21e19442
den	bv_doc_id__30_d21e19444
letzten	bv_doc_id__30_d21e19446
fünf	bv_doc_id__30_d21e19448
Jahren	bv_doc_id__30_d21e19450
weder	bv_doc_id__30_d21e19452
Mitglied	bv_doc_id__30_d21e19455
der	bv_doc_id__30_d21e19457
BundesRegierung	bv_doc_id__30_d21e19459
noch	bv_doc_id__30_d21e19461
einer	bv_doc_id__30_d21e19463
Landesregierung	bv_doc_id__30_d21e19465
gewesen	bv_doc_id__30_d21e19468
sein	bv_doc_id__30_d21e19470
<g/>
.	
Artikel	bv_doc_id__30_d21e19282
99.	bv_doc_id__30_d21e19284
<g/>
(	
1	bv_doc_id__30_d21e19293
<g/>
)	
Der	bv_doc_id__30_d21e19298
Rechnungshof	bv_doc_id__30_d21e19300
untersteht	bv_doc_id__30_d21e19302
unmittelbar	bv_doc_id__30_d21e19304
dem	bv_doc_id__30_d21e19307
Bundestag	bv_doc_id__30_d21e19309
und	bv_doc_id__30_d21e19311
dem	bv_doc_id__30_d21e19313
Bundesrat	bv_doc_id__30_d21e19315
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e19293
<g/>
)	
<g/>
(	
2	bv_doc_id__30_d21e19326
<g/>
)	
Der	bv_doc_id__30_d21e19331
Rechnungshof	bv_doc_id__30_d21e19333
besteht	bv_doc_id__30_d21e19335
aus	bv_doc_id__30_d21e19337
einem	bv_doc_id__30_d21e19340
Präsidenten	bv_doc_id__30_d21e19342
und	bv_doc_id__30_d21e19344
den	bv_doc_id__30_d21e19346
erforderlichen	bv_doc_id__30_d21e19348
Beamten	bv_doc_id__30_d21e19350
und	bv_doc_id__30_d21e19353
Hilfskräften	bv_doc_id__30_d21e19355
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19326
<g/>
)	
<g/>
(	
3	bv_doc_id__30_d21e19366
<g/>
)	
Der	bv_doc_id__30_d21e19371
Präsident	bv_doc_id__30_d21e19373
des	bv_doc_id__30_d21e19375
Rechnungshofes	bv_doc_id__30_d21e19377
wird	bv_doc_id__30_d21e19380
vom	bv_doc_id__30_d21e19382
Bundestag	bv_doc_id__30_d21e19384
gewählt	bv_doc_id__30_d21e19386
<g/>
.	
Die	bv_doc_id__30_d21e19390
Wahl	bv_doc_id__30_d21e19393
bedarf	bv_doc_id__30_d21e19395
der	bv_doc_id__30_d21e19397
Genehmigung	bv_doc_id__30_d21e19399
des	bv_doc_id__30_d21e19401
Bundesrates	bv_doc_id__30_d21e19403
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e19366
<g/>
)	
<g/>
(	
4	bv_doc_id__30_d21e19415
<g/>
)	
Der	bv_doc_id__30_d21e19420
Präsident	bv_doc_id__30_d21e19422
des	bv_doc_id__30_d21e19424
Rechnungshofes	bv_doc_id__30_d21e19426
darf	bv_doc_id__30_d21e19429
keiner	bv_doc_id__30_d21e19431
politischen	bv_doc_id__30_d21e19433
Körperschaft	bv_doc_id__30_d21e19435
angehören	bv_doc_id__30_d21e19437
und	bv_doc_id__30_d21e19439
in	bv_doc_id__30_d21e19442
den	bv_doc_id__30_d21e19444
letzten	bv_doc_id__30_d21e19446
fünf	bv_doc_id__30_d21e19448
Jahren	bv_doc_id__30_d21e19450
weder	bv_doc_id__30_d21e19452
Mitglied	bv_doc_id__30_d21e19455
der	bv_doc_id__30_d21e19457
BundesRegierung	bv_doc_id__30_d21e19459
noch	bv_doc_id__30_d21e19461
einer	bv_doc_id__30_d21e19463
Landesregierung	bv_doc_id__30_d21e19465
gewesen	bv_doc_id__30_d21e19468
sein	bv_doc_id__30_d21e19470
<g/>
.	
<g/>
(	
4	bv_doc_id__30_d21e19415
<g/>
)	
Artikel	bv_doc_id__30_d21e19480
100.	bv_doc_id__30_d21e19482
<g/>
(	
1	bv_doc_id__30_d21e19491
<g/>
)	
Der	bv_doc_id__30_d21e19496
Präsident	bv_doc_id__30_d21e19498
des	bv_doc_id__30_d21e19500
Rechnungshofes	bv_doc_id__30_d21e19502
ist	bv_doc_id__30_d21e19505
in	bv_doc_id__30_d21e19507
bezug	bv_doc_id__30_d21e19509
auf	bv_doc_id__30_d21e19511
Verantwortlichkeit	bv_doc_id__30_d21e19513
den	bv_doc_id__30_d21e19515
Mitgliedern	bv_doc_id__30_d21e19518
der	bv_doc_id__30_d21e19520
Bundesregierung	bv_doc_id__30_d21e19522
gleichgestellt	bv_doc_id__30_d21e19524
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19535
<g/>
)	
Er	bv_doc_id__30_d21e19540
kann	bv_doc_id__30_d21e19542
durch	bv_doc_id__30_d21e19544
übereinstimmenden	bv_doc_id__30_d21e19546
Beschluß	bv_doc_id__30_d21e19549
des	bv_doc_id__30_d21e19551
Bundestages	bv_doc_id__30_d21e19553
und	bv_doc_id__30_d21e19555
des	bv_doc_id__30_d21e19557
Bundesrates	bv_doc_id__30_d21e19559
abberufen	bv_doc_id__30_d21e19562
werden	bv_doc_id__30_d21e19564
<g/>
.	
Artikel	bv_doc_id__30_d21e19480
100.	bv_doc_id__30_d21e19482
<g/>
(	
1	bv_doc_id__30_d21e19491
<g/>
)	
Der	bv_doc_id__30_d21e19496
Präsident	bv_doc_id__30_d21e19498
des	bv_doc_id__30_d21e19500
Rechnungshofes	bv_doc_id__30_d21e19502
ist	bv_doc_id__30_d21e19505
in	bv_doc_id__30_d21e19507
bezug	bv_doc_id__30_d21e19509
auf	bv_doc_id__30_d21e19511
Verantwortlichkeit	bv_doc_id__30_d21e19513
den	bv_doc_id__30_d21e19515
Mitgliedern	bv_doc_id__30_d21e19518
der	bv_doc_id__30_d21e19520
Bundesregierung	bv_doc_id__30_d21e19522
gleichgestellt	bv_doc_id__30_d21e19524
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e19491
<g/>
)	
<g/>
(	
2	bv_doc_id__30_d21e19535
<g/>
)	
Er	bv_doc_id__30_d21e19540
kann	bv_doc_id__30_d21e19542
durch	bv_doc_id__30_d21e19544
übereinstimmenden	bv_doc_id__30_d21e19546
Beschluß	bv_doc_id__30_d21e19549
des	bv_doc_id__30_d21e19551
Bundestages	bv_doc_id__30_d21e19553
und	bv_doc_id__30_d21e19555
des	bv_doc_id__30_d21e19557
Bundesrates	bv_doc_id__30_d21e19559
abberufen	bv_doc_id__30_d21e19562
werden	bv_doc_id__30_d21e19564
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19535
<g/>
)	
Artikel	bv_doc_id__30_d21e19575
101.	bv_doc_id__30_d21e19577
<g/>
(	
1	bv_doc_id__30_d21e19586
<g/>
)	
Der	bv_doc_id__30_d21e19591
Präsident	bv_doc_id__30_d21e19593
wird	bv_doc_id__30_d21e19595
von	bv_doc_id__30_d21e19597
dem	bv_doc_id__30_d21e19600
im	bv_doc_id__30_d21e19602
Lange	bv_doc_id__30_d21e19604
nächsten	bv_doc_id__30_d21e19606
Beamten	bv_doc_id__30_d21e19608
des	bv_doc_id__30_d21e19610
Rechnungshofes	bv_doc_id__30_d21e19613
vertreten	bv_doc_id__30_d21e19615
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19626
<g/>
)	
Im	bv_doc_id__30_d21e19631
Falle	bv_doc_id__30_d21e19633
der	bv_doc_id__30_d21e19635
Stellvertretung	bv_doc_id__30_d21e19637
des	bv_doc_id__30_d21e19640
Präsidenten	bv_doc_id__30_d21e19642
gelten	bv_doc_id__30_d21e19644
für	bv_doc_id__30_d21e19646
den	bv_doc_id__30_d21e19648
Stellvertreter	bv_doc_id__30_d21e19650
die	bv_doc_id__30_d21e19653
Bestimmungen	bv_doc_id__30_d21e19655
des	bv_doc_id__30_d21e19657
Artikels	bv_doc_id__30_d21e19659
100.	bv_doc_id__30_d21e19661
Artikel	bv_doc_id__30_d21e19575
101.	bv_doc_id__30_d21e19577
<g/>
(	
1	bv_doc_id__30_d21e19586
<g/>
)	
Der	bv_doc_id__30_d21e19591
Präsident	bv_doc_id__30_d21e19593
wird	bv_doc_id__30_d21e19595
von	bv_doc_id__30_d21e19597
dem	bv_doc_id__30_d21e19600
im	bv_doc_id__30_d21e19602
Lange	bv_doc_id__30_d21e19604
nächsten	bv_doc_id__30_d21e19606
Beamten	bv_doc_id__30_d21e19608
des	bv_doc_id__30_d21e19610
Rechnungshofes	bv_doc_id__30_d21e19613
vertreten	bv_doc_id__30_d21e19615
<g/>
.	
<g/>
(	
1	bv_doc_id__30_d21e19586
<g/>
)	
<g/>
(	
2	bv_doc_id__30_d21e19626
<g/>
)	
Im	bv_doc_id__30_d21e19631
Falle	bv_doc_id__30_d21e19633
der	bv_doc_id__30_d21e19635
Stellvertretung	bv_doc_id__30_d21e19637
des	bv_doc_id__30_d21e19640
Präsidenten	bv_doc_id__30_d21e19642
gelten	bv_doc_id__30_d21e19644
für	bv_doc_id__30_d21e19646
den	bv_doc_id__30_d21e19648
Stellvertreter	bv_doc_id__30_d21e19650
die	bv_doc_id__30_d21e19653
Bestimmungen	bv_doc_id__30_d21e19655
des	bv_doc_id__30_d21e19657
Artikels	bv_doc_id__30_d21e19659
100.	bv_doc_id__30_d21e19661
<g/>
(	
2	bv_doc_id__30_d21e19626
<g/>
)	
Artikel	bv_doc_id__30_d21e19669
102.	bv_doc_id__30_d21e19671
<g/>
(	
1	bv_doc_id__30_d21e19680
<g/>
)	
Die	bv_doc_id__30_d21e19685
Beamten	bv_doc_id__30_d21e19687
des	bv_doc_id__30_d21e19689
Rechnungshofes	bv_doc_id__30_d21e19691
ernennt	bv_doc_id__30_d21e19694
auf	bv_doc_id__30_d21e19696
Vorschlag	bv_doc_id__30_d21e19698
und	bv_doc_id__30_d21e19700
unter	bv_doc_id__30_d21e19702
Gegenzeichnung	bv_doc_id__30_d21e19704
des	bv_doc_id__30_d21e19707
Präsidenten	bv_doc_id__30_d21e19709
des	bv_doc_id__30_d21e19711
Rechnungshofes	bv_doc_id__30_d21e19713
der	bv_doc_id__30_d21e19715
Bundespräsident	bv_doc_id__30_d21e19717
<g/>
;	
das	bv_doc_id__30_d21e19722
gleiche	bv_doc_id__30_d21e19724
gilt	bv_doc_id__30_d21e19726
für	bv_doc_id__30_d21e19728
die	bv_doc_id__30_d21e19730
Verleihung	bv_doc_id__30_d21e19733
von	bv_doc_id__30_d21e19735
Amtstiteln	bv_doc_id__30_d21e19737
<g/>
.	
Doch	bv_doc_id__30_d21e19741
kann	bv_doc_id__30_d21e19743
der	bv_doc_id__30_d21e19746
Bundespräsident	bv_doc_id__30_d21e19748
den	bv_doc_id__30_d21e19750
Präaidenten	bv_doc_id__30_d21e19752
des	bv_doc_id__30_d21e19754
Rechnungshofes	bv_doc_id__30_d21e19756
ermächtigen	bv_doc_id__30_d21e19759
<g/>
,	
Beamte	bv_doc_id__30_d21e19763
bestimmter	bv_doc_id__30_d21e19765
Rangsklassen	bv_doc_id__30_d21e19767
nach	bv_doc_id__30_d21e19769
Anhörung	bv_doc_id__30_d21e19772
des	bv_doc_id__30_d21e19774
Gremiums	bv_doc_id__30_d21e19776
zu	bv_doc_id__30_d21e19778
ernennen	bv_doc_id__30_d21e19780
<g/>
.	
<g/>
(	
2	bv_doc_id__30_d21e19791
<g/>
)	
Die	bv_doc_id__30_d21e19796
Hilfskräfte	bv_doc_id__30_d21e19798
ernennt	bv_doc_id__30_d21e19800
der	bv_doc_id__30_d21e19802
Präsident	bv_doc_id__30_d21e19805
des	bv_doc_id__30_d21e19807
Rechnungshofes	bv_doc_id__30_d21e19809
nach	bv_doc_id__30_d21e19811
Anhörung	bv_doc_id__30_d21e19813
des	bv_doc_id__30_d21e19815
Gremiums	bv_doc_id__30_d21e19818
<g/>
.	
Artikel	bv_doc_id__30_d21e19822
<g/>
.	
103.	bv_doc_id__30_d21e19826
Kein	bv_doc_id__30_d21e19828
Mitglied	bv_doc_id__30_d21e19831
