<doc id="bv_doc_id__9" attrs="word lemma type">
Zweite	bv_doc_id__9_d57e407
und	bv_doc_id__9_d57e25023
dem	bv_doc_id__9_d57e25025
Bunde	bv_doc_id__9_d57e25027
<g/>
.	
Artikel	bv_doc_id__9_d57e25038
148.	bv_doc_id__9_d57e25040
Der	bv_doc_id__9_d57e25045
Verfassungsgerichtshof	bv_doc_id__9_d57e25047
entscheidet	bv_doc_id__9_d57e25049
ferner	bv_doc_id__9_d57e25051
<g/>
:	
Kompetenzkonflikte	bv_doc_id__9_d57e25056
a	bv_doc_id__9_d57e25062
<g/>
)	
zwischen	bv_doc_id__9_d57e25069
Gerichten	bv_doc_id__9_d57e25071
und	bv_doc_id__9_d57e25073
Verwaltungsbehörden	bv_doc_id__9_d57e25075
des	bv_doc_id__9_d57e25077
Bundes	bv_doc_id__9_d57e25080
oder	bv_doc_id__9_d57e25082
der	bv_doc_id__9_d57e25084
Länder	bv_doc_id__9_d57e25086
<g/>
,	
b	bv_doc_id__9_d57e25093
<g/>
)	
zwischen	bv_doc_id__9_d57e25100
dem	bv_doc_id__9_d57e25102
Verwaltungsgerichtshof	bv_doc_id__9_d57e25104
und	bv_doc_id__9_d57e25106
den	bv_doc_id__9_d57e25108
ordentlichen	bv_doc_id__9_d57e25111
Gerichten	bv_doc_id__9_d57e25113
<g/>
,	
c	bv_doc_id__9_d57e25120
<g/>
)	
zwischen	bv_doc_id__9_d57e25128
Landesregierungen	bv_doc_id__9_d57e25130
untereinander	bv_doc_id__9_d57e25132
<g/>
,	
sowie	bv_doc_id__9_d57e25136
zwischen	bv_doc_id__9_d57e25139
einer	bv_doc_id__9_d57e25141
Landesregierung	bv_doc_id__9_d57e25143
und	bv_doc_id__9_d57e25145
der	bv_doc_id__9_d57e25147
Bundesregierung	bv_doc_id__9_d57e25149
<g/>
.	
Artikel	bv_doc_id__9_d57e25162
149.	bv_doc_id__9_d57e25164
<g/>
(	
1	bv_doc_id__9_d57e25173
<g/>
)	
Der	bv_doc_id__9_d57e25178
Verfassungsgerichtshof	bv_doc_id__9_d57e25180
entscheidet	bv_doc_id__9_d57e25182
über	bv_doc_id__9_d57e25184
Gesetzwidrigkeit	bv_doc_id__9_d57e25187
von	bv_doc_id__9_d57e25189
Verordnungen	bv_doc_id__9_d57e25191
einer	bv_doc_id__9_d57e25193
Bundes-	bv_doc_id__9_d57e25195
oder	bv_doc_id__9_d57e25197
Landesbehörde	bv_doc_id__9_d57e25200
auf	bv_doc_id__9_d57e25202
Antrag	bv_doc_id__9_d57e25204
eines	bv_doc_id__9_d57e25206
Gerichtes	bv_doc_id__9_d57e25208
<g/>
;	
über	bv_doc_id__9_d57e25213
Gesetzwidrigkeit	bv_doc_id__9_d57e25215
von	bv_doc_id__9_d57e25217
Verordnungen	bv_doc_id__9_d57e25219
einer	bv_doc_id__9_d57e25221
Landesbehörde	bv_doc_id__9_d57e25223
auch	bv_doc_id__9_d57e25226
auf	bv_doc_id__9_d57e25228
Antrag	bv_doc_id__9_d57e25230
der	bv_doc_id__9_d57e25232
Bundesregierung	bv_doc_id__9_d57e25234
<g/>
;	
über	bv_doc_id__9_d57e25239
Gesetzwidrigkeit	bv_doc_id__9_d57e25241
von	bv_doc_id__9_d57e25243
Verordnungen	bv_doc_id__9_d57e25245
der	bv_doc_id__9_d57e25247
Bundesbehörden	bv_doc_id__9_d57e25249
auch	bv_doc_id__9_d57e25252
auf	bv_doc_id__9_d57e25254
Antrag	bv_doc_id__9_d57e25256
einer	bv_doc_id__9_d57e25258
Landesregierung	bv_doc_id__9_d57e25260
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e25271
<g/>
)	
Das	bv_doc_id__9_d57e25276
stattgebende	bv_doc_id__9_d57e25278
Erkenntnis	bv_doc_id__9_d57e25280
des	bv_doc_id__9_d57e25282
Verfassungsgerichtshofes	bv_doc_id__9_d57e25285
bewirkt	bv_doc_id__9_d57e25287
die	bv_doc_id__9_d57e25289
Aufhebung	bv_doc_id__9_d57e25291
der	bv_doc_id__9_d57e25293
gesetzwidrigen	bv_doc_id__9_d57e25295
Verordnungen	bv_doc_id__9_d57e25298
und	bv_doc_id__9_d57e25300
verpflichtet	bv_doc_id__9_d57e25302
die	bv_doc_id__9_d57e25304
erlassende	bv_doc_id__9_d57e25306
Behörde	bv_doc_id__9_d57e25308
zur	bv_doc_id__9_d57e25311
unverzüglichen	bv_doc_id__9_d57e25313
Kundmachung	bv_doc_id__9_d57e25315
der	bv_doc_id__9_d57e25317
erfolgten	bv_doc_id__9_d57e25319
Aufhebung	bv_doc_id__9_d57e25321
<g/>
.	
Artikel	bv_doc_id__9_d57e25332
150.	bv_doc_id__9_d57e25334
<g/>
(	
1	bv_doc_id__9_d57e25343
<g/>
)	
Der	bv_doc_id__9_d57e25348
Verfassungsgerichtshof	bv_doc_id__9_d57e25350
entscheidet	bv_doc_id__9_d57e25352
über	bv_doc_id__9_d57e25354
Verfassungswidrigkeit	bv_doc_id__9_d57e25357
von	bv_doc_id__9_d57e25359
Landesgesetzen	bv_doc_id__9_d57e25361
auf	bv_doc_id__9_d57e25363
Antrag	bv_doc_id__9_d57e25365
der	bv_doc_id__9_d57e25367
Bundesregierung	bv_doc_id__9_d57e25370
<g/>
,	
über	bv_doc_id__9_d57e25374
Verfassungswidrigkeit	bv_doc_id__9_d57e25376
von	bv_doc_id__9_d57e25378
Bundesgesetzen	bv_doc_id__9_d57e25380
auf	bv_doc_id__9_d57e25383
Antrag	bv_doc_id__9_d57e25385
einer	bv_doc_id__9_d57e25387
Landesregierung	bv_doc_id__9_d57e25389
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e25400
<g/>
)	
Der	bv_doc_id__9_d57e25405
Antrag	bv_doc_id__9_d57e25407
kann	bv_doc_id__9_d57e25409
jederzeit	bv_doc_id__9_d57e25411
gestellt	bv_doc_id__9_d57e25414
werden	bv_doc_id__9_d57e25416
<g/>
;	
er	bv_doc_id__9_d57e25420
ist	bv_doc_id__9_d57e25422
sofort	bv_doc_id__9_d57e25424
der	bv_doc_id__9_d57e25427
zuständigen	bv_doc_id__9_d57e25429
Landesregierung	bv_doc_id__9_d57e25431
oder	bv_doc_id__9_d57e25433
der	bv_doc_id__9_d57e25435
Bundesregierung	bv_doc_id__9_d57e25437
bekanntzugeben	bv_doc_id__9_d57e25440
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e25453
<g/>
)	
Das	bv_doc_id__9_d57e25458
stattgebende	bv_doc_id__9_d57e25460
Erkenntnis	bv_doc_id__9_d57e25462
des	bv_doc_id__9_d57e25465
Verfassungsgerichtshofes	bv_doc_id__9_d57e25467
bewirkt	bv_doc_id__9_d57e25469
die	bv_doc_id__9_d57e25471
Aufhebung	bv_doc_id__9_d57e25473
des	bv_doc_id__9_d57e25475
Gesetzes	bv_doc_id__9_d57e25478
und	bv_doc_id__9_d57e25480
verpflichtet	bv_doc_id__9_d57e25482
die	bv_doc_id__9_d57e25484
zuständige	bv_doc_id__9_d57e25486
Landesregierung	bv_doc_id__9_d57e25488
oder	bv_doc_id__9_d57e25491
die	bv_doc_id__9_d57e25493
Bundesregierung	bv_doc_id__9_d57e25495
zur	bv_doc_id__9_d57e25497
Verlautbarung	bv_doc_id__9_d57e25499
der	bv_doc_id__9_d57e25501
erfolgten	bv_doc_id__9_d57e25504
Aufhebung	bv_doc_id__9_d57e25506
im	bv_doc_id__9_d57e25508
Landesgesetzblatte	bv_doc_id__9_d57e25510
oder	bv_doc_id__9_d57e25512
im	bv_doc_id__9_d57e25514
Bundesgesetzblatte	bv_doc_id__9_d57e25517
<g/>
.	
<g/>
(	
4	bv_doc_id__9_d57e25528
<g/>
)	
Der	bv_doc_id__9_d57e25533
Verfassungsgerichtshof	bv_doc_id__9_d57e25535
ist	bv_doc_id__9_d57e25537
bei	bv_doc_id__9_d57e25539
der	bv_doc_id__9_d57e25542
Prüfung	bv_doc_id__9_d57e25544
der	bv_doc_id__9_d57e25546
Verfassungsmäßigkeit	bv_doc_id__9_d57e25548
von	bv_doc_id__9_d57e25550
Gesetzen	bv_doc_id__9_d57e25552
an	bv_doc_id__9_d57e25555
keinerlei	bv_doc_id__9_d57e25557
Schranken	bv_doc_id__9_d57e25559
gebunden	bv_doc_id__9_d57e25561
<g/>
.	
Artikel	bv_doc_id__9_d57e25572
151.	bv_doc_id__9_d57e25574
Der	bv_doc_id__9_d57e25579
Verfassungsgerichtshof	bv_doc_id__9_d57e25581
entscheidet	bv_doc_id__9_d57e25583
über	bv_doc_id__9_d57e25585
Anfechtungen	bv_doc_id__9_d57e25587
von	bv_doc_id__9_d57e25590
Wahlen	bv_doc_id__9_d57e25592
zum	bv_doc_id__9_d57e25594
Bundestag	bv_doc_id__9_d57e25596
<g/>
,	
zu	bv_doc_id__9_d57e25600
den	bv_doc_id__9_d57e25603
Landtagen	bv_doc_id__9_d57e25605
und	bv_doc_id__9_d57e25607
allen	bv_doc_id__9_d57e25609
anderen	bv_doc_id__9_d57e25611
allgemeinen	bv_doc_id__9_d57e25613
Vertretungskörpern	bv_doc_id__9_d57e25616
und	bv_doc_id__9_d57e25618
über	bv_doc_id__9_d57e25620
den	bv_doc_id__9_d57e25622
Antrag	bv_doc_id__9_d57e25624
eines	bv_doc_id__9_d57e25626
dieser	bv_doc_id__9_d57e25629
Vertretungskörper	bv_doc_id__9_d57e25631
auf	bv_doc_id__9_d57e25633
Erklärung	bv_doc_id__9_d57e25635
des	bv_doc_id__9_d57e25637
Mandatsverlustes	bv_doc_id__9_d57e25639
eines	bv_doc_id__9_d57e25642
seiner	bv_doc_id__9_d57e25644
Mitglieder	bv_doc_id__9_d57e25646
<g/>
.	
Artikel	bv_doc_id__9_d57e25656
152.	bv_doc_id__9_d57e25658
<g/>
(	
1	bv_doc_id__9_d57e25667
<g/>
)	
Der	bv_doc_id__9_d57e25672
Verfassungsgerichtshof	bv_doc_id__9_d57e25674
entscheidet	bv_doc_id__9_d57e25676
über	bv_doc_id__9_d57e25678
die	bv_doc_id__9_d57e25681
Verantwortlichkeit	bv_doc_id__9_d57e25683
<g/>
:	
a	bv_doc_id__9_d57e25691
<g/>
)	
des	bv_doc_id__9_d57e25698
Bundespräsidenten	bv_doc_id__9_d57e25700
<g/>
,	
b	bv_doc_id__9_d57e25707
<g/>
)	
der	bv_doc_id__9_d57e25714
Mitglieder	bv_doc_id__9_d57e25716
der	bv_doc_id__9_d57e25718
Bundesregierung	bv_doc_id__9_d57e25720
und	bv_doc_id__9_d57e25722
der	bv_doc_id__9_d57e25725
ihnen	bv_doc_id__9_d57e25727
hinsichtlich	bv_doc_id__9_d57e25729
der	bv_doc_id__9_d57e25731
Verantwortlichkeit	bv_doc_id__9_d57e25733
gleichgestellten	bv_doc_id__9_d57e25735
Organe	bv_doc_id__9_d57e25738
<g/>
,	
c	bv_doc_id__9_d57e25745
<g/>
)	
der	bv_doc_id__9_d57e25753
Mitglieder	bv_doc_id__9_d57e25755
der	bv_doc_id__9_d57e25757
Landesregierungen	bv_doc_id__9_d57e25759
und	bv_doc_id__9_d57e25761
der	bv_doc_id__9_d57e25764
ihnen	bv_doc_id__9_d57e25766
hinsichtlich	bv_doc_id__9_d57e25768
der	bv_doc_id__9_d57e25770
Verantwortlichkeit	bv_doc_id__9_d57e25772
gleichgestellten	bv_doc_id__9_d57e25774
Organe	bv_doc_id__9_d57e25777
<g/>
,	
und	bv_doc_id__9_d57e25783
zwar	bv_doc_id__9_d57e25785
<g/>
:	
1.	bv_doc_id__9_d57e25794
wegen	bv_doc_id__9_d57e25799
vorsätzlicher	bv_doc_id__9_d57e25801
oder	bv_doc_id__9_d57e25803
grobfahrlässiger	bv_doc_id__9_d57e25805
Verletzung	bv_doc_id__9_d57e25807
der	bv_doc_id__9_d57e25810
Bundesverfassung	bv_doc_id__9_d57e25812
durch	bv_doc_id__9_d57e25814
den	bv_doc_id__9_d57e25816
Bundespräsidenten	bv_doc_id__9_d57e25818
auf	bv_doc_id__9_d57e25820
einen	bv_doc_id__9_d57e25823
Antrag	bv_doc_id__9_d57e25825
des	bv_doc_id__9_d57e25827
Bundestages	bv_doc_id__9_d57e25829
<g/>
;	
2.	bv_doc_id__9_d57e25836
wegen	bv_doc_id__9_d57e25841
vorsätzlicher	bv_doc_id__9_d57e25843
oder	bv_doc_id__9_d57e25845
grobsahrlässiger	bv_doc_id__9_d57e25847
Gesetzesverletzung	bv_doc_id__9_d57e25849
der	bv_doc_id__9_d57e25852
unter	bv_doc_id__9_d57e25854
b	bv_doc_id__9_d57e25856
genannten	bv_doc_id__9_d57e25858
Personen	bv_doc_id__9_d57e25860
durch	bv_doc_id__9_d57e25862
ihre	bv_doc_id__9_d57e25865
Amtstätigkeit	bv_doc_id__9_d57e25867
auf	bv_doc_id__9_d57e25869
einen	bv_doc_id__9_d57e25871
Antrag	bv_doc_id__9_d57e25873
des	bv_doc_id__9_d57e25875
Bundestages	bv_doc_id__9_d57e25878
und	bv_doc_id__9_d57e25880
wegen	bv_doc_id__9_d57e25882
vorsätzlicher	bv_doc_id__9_d57e25884
oder	bv_doc_id__9_d57e25886
grobfahrlässiger	bv_doc_id__9_d57e25888
Gesetzesverletzung	bv_doc_id__9_d57e25891
der	bv_doc_id__9_d57e25893
unter	bv_doc_id__9_d57e25895
c	bv_doc_id__9_d57e25897
genannten	bv_doc_id__9_d57e25899
Personen	bv_doc_id__9_d57e25901
durch	bv_doc_id__9_d57e25904
ihre	bv_doc_id__9_d57e25906
Amtstätigkeit	bv_doc_id__9_d57e25908
auf	bv_doc_id__9_d57e25910
Antrag	bv_doc_id__9_d57e25912
des	bv_doc_id__9_d57e25914
zuständigen	bv_doc_id__9_d57e25917
Landtages	bv_doc_id__9_d57e25919
<g/>
;	
3.	bv_doc_id__9_d57e25926
über	bv_doc_id__9_d57e25932
die	bv_doc_id__9_d57e25934
Verantwortlichkeit	bv_doc_id__9_d57e25936
des	bv_doc_id__9_d57e25938
Landeshauptmannes	bv_doc_id__9_d57e25940
<g/>
,	
seiner	bv_doc_id__9_d57e25945
Stellvertreter	bv_doc_id__9_d57e25947
und	bv_doc_id__9_d57e25949
des	bv_doc_id__9_d57e25951
Landesamtsdirektors	bv_doc_id__9_d57e25953
wegen	bv_doc_id__9_d57e25956
vorsätzlicher	bv_doc_id__9_d57e25958
und	bv_doc_id__9_d57e25960
grobfahrlässiger	bv_doc_id__9_d57e25962
Rechtsverletzung	bv_doc_id__9_d57e25964
durch	bv_doc_id__9_d57e25966
ihre	bv_doc_id__9_d57e25969
Amtstätigkeit	bv_doc_id__9_d57e25971
auf	bv_doc_id__9_d57e25973
Antrag	bv_doc_id__9_d57e25975
der	bv_doc_id__9_d57e25977
Bundesregierung	bv_doc_id__9_d57e25979
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e25993
<g/>
)	
Das	bv_doc_id__9_d57e25998
verurteilende	bv_doc_id__9_d57e26000
Erkenntnis	bv_doc_id__9_d57e26002
des	bv_doc_id__9_d57e26004
Verfassungsgerichtshofes	bv_doc_id__9_d57e26007
hat	bv_doc_id__9_d57e26009
auf	bv_doc_id__9_d57e26011
Verlust	bv_doc_id__9_d57e26013
des	bv_doc_id__9_d57e26015
Amtes	bv_doc_id__9_d57e26017
<g/>
,	
unter	bv_doc_id__9_d57e26022
besonders	bv_doc_id__9_d57e26024
erschwerenden	bv_doc_id__9_d57e26026
Umständen	bv_doc_id__9_d57e26028
auch	bv_doc_id__9_d57e26030
auf	bv_doc_id__9_d57e26033
Verlust	bv_doc_id__9_d57e26035
der	bv_doc_id__9_d57e26037
politischen	bv_doc_id__9_d57e26039
Rechte	bv_doc_id__9_d57e26041
zu	bv_doc_id__9_d57e26043
lauten	bv_doc_id__9_d57e26046
<g/>
;	
bei	bv_doc_id__9_d57e26050
geringfügigeren	bv_doc_id__9_d57e26052
Rechtsverletzungen	bv_doc_id__9_d57e26054
in	bv_doc_id__9_d57e26056
den	bv_doc_id__9_d57e26059
unter	bv_doc_id__9_d57e26061
3.	bv_doc_id__9_d57e26063
erwähnten	bv_doc_id__9_d57e26065
Fällen	bv_doc_id__9_d57e26067
kann	bv_doc_id__9_d57e26069
sich	bv_doc_id__9_d57e26072
der	bv_doc_id__9_d57e26074
Verfassungsgerichtshof	bv_doc_id__9_d57e26076
darauf	bv_doc_id__9_d57e26078
beschränken	bv_doc_id__9_d57e26080
<g/>
,	
das	bv_doc_id__9_d57e26085
Vorliegen	bv_doc_id__9_d57e26087
der	bv_doc_id__9_d57e26089
Rechtsverletzung	bv_doc_id__9_d57e26091
auszusprechen	bv_doc_id__9_d57e26093
<g/>
.	
Artikel	bv_doc_id__9_d57e26105
153.	bv_doc_id__9_d57e26107
<g/>
(	
1	bv_doc_id__9_d57e26116
<g/>
)	
Der	bv_doc_id__9_d57e26121
Verfassungsgerichtshof	bv_doc_id__9_d57e26123
entscheidet	bv_doc_id__9_d57e26125
über	bv_doc_id__9_d57e26127
Beschwerden	bv_doc_id__9_d57e26130
wegen	bv_doc_id__9_d57e26132
Verletzung	bv_doc_id__9_d57e26134
eines	bv_doc_id__9_d57e26136
der	bv_doc_id__9_d57e26138
in	bv_doc_id__9_d57e26140
den	bv_doc_id__9_d57e26143
Artikeln	bv_doc_id__9_d57e26145
108	bv_doc_id__9_d57e26147
bis	bv_doc_id__9_d57e26149
136	bv_doc_id__9_d57e26151
gewährleisteten	bv_doc_id__9_d57e26153
Rechte	bv_doc_id__9_d57e26156
durch	bv_doc_id__9_d57e26158
eine	bv_doc_id__9_d57e26160
Behörde	bv_doc_id__9_d57e26162
nach	bv_doc_id__9_d57e26164
Erschöpfung	bv_doc_id__9_d57e26166
des	bv_doc_id__9_d57e26169
administrativen	bv_doc_id__9_d57e26171
Instanzenzuges	bv_doc_id__9_d57e26173
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e26184
<g/>
)	
Das	bv_doc_id__9_d57e26189
stattgebende	bv_doc_id__9_d57e26191
Erkenntnis	bv_doc_id__9_d57e26193
des	bv_doc_id__9_d57e26195
Verfassungsgerichtshofes	bv_doc_id__9_d57e26198
bewirkt	bv_doc_id__9_d57e26200
die	bv_doc_id__9_d57e26202
Aufhebung	bv_doc_id__9_d57e26204
der	bv_doc_id__9_d57e26206
verfassungswidrigen	bv_doc_id__9_d57e26208
Entscheidung	bv_doc_id__9_d57e26211
oder	bv_doc_id__9_d57e26213
Verfügung	bv_doc_id__9_d57e26215
<g/>
.	
Die	bv_doc_id__9_d57e26219
Behörden	bv_doc_id__9_d57e26221
sind	bv_doc_id__9_d57e26224
bei	bv_doc_id__9_d57e26226
der	bv_doc_id__9_d57e26228
neu	bv_doc_id__9_d57e26230
zu	bv_doc_id__9_d57e26232
treffenden	bv_doc_id__9_d57e26234
Entscheidung	bv_doc_id__9_d57e26237
oder	bv_doc_id__9_d57e26239
Verfügung	bv_doc_id__9_d57e26241
an	bv_doc_id__9_d57e26243
die	bv_doc_id__9_d57e26245
Rechtsanschauung	bv_doc_id__9_d57e26247
des	bv_doc_id__9_d57e26250
Verfassungsgerichtshofes	bv_doc_id__9_d57e26252
gebunden	bv_doc_id__9_d57e26254
<g/>
.	
Artikel	bv_doc_id__9_d57e26264
154.	bv_doc_id__9_d57e26266
Die	bv_doc_id__9_d57e26271
Exekution	bv_doc_id__9_d57e26273
der	bv_doc_id__9_d57e26275
Erkenntnisse	bv_doc_id__9_d57e26277
des	bv_doc_id__9_d57e26279
Verfassungsgerichtshofes	bv_doc_id__9_d57e26282
obliegt	bv_doc_id__9_d57e26284
dem	bv_doc_id__9_d57e26286
Bundespräsidenten	bv_doc_id__9_d57e26288
<g/>
.	
Artikel	bv_doc_id__9_d57e26298
155.	bv_doc_id__9_d57e26300
<g/>
(	
1	bv_doc_id__9_d57e26309
<g/>
)	
Der	bv_doc_id__9_d57e26314
Verfassungsgerichtshof	bv_doc_id__9_d57e26316
in	bv_doc_id__9_d57e26318
Wien	bv_doc_id__9_d57e26320
besteht	bv_doc_id__9_d57e26323
aus	bv_doc_id__9_d57e26325
einem	bv_doc_id__9_d57e26327
Präsidenten	bv_doc_id__9_d57e26329
<g/>
,	
einem	bv_doc_id__9_d57e26333
Vizepräsidenten	bv_doc_id__9_d57e26336
<g/>
,	
vierzehn	bv_doc_id__9_d57e26340
Mitgliedern	bv_doc_id__9_d57e26342
und	bv_doc_id__9_d57e26344
acht	bv_doc_id__9_d57e26346
Ersatzmitgliedern	bv_doc_id__9_d57e26349
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e26360
<g/>
)	
Der	bv_doc_id__9_d57e26365
Präsident	bv_doc_id__9_d57e26367
<g/>
,	
der	bv_doc_id__9_d57e26371
Vizepräident	bv_doc_id__9_d57e26374
<g/>
,	
sieben	bv_doc_id__9_d57e26378
Mitglieder	bv_doc_id__9_d57e26380
und	bv_doc_id__9_d57e26382
vier	bv_doc_id__9_d57e26384
Ersatzmitglieder	bv_doc_id__9_d57e26387
werden	bv_doc_id__9_d57e26389
vom	bv_doc_id__9_d57e26391
Bundestag	bv_doc_id__9_d57e26393
<g/>
,	
sieben	bv_doc_id__9_d57e26397
Mitglieder	bv_doc_id__9_d57e26400
und	bv_doc_id__9_d57e26402
vier	bv_doc_id__9_d57e26404
Ersatzmitglieder	bv_doc_id__9_d57e26406
vom	bv_doc_id__9_d57e26408
Bundesrat	bv_doc_id__9_d57e26410
auf	bv_doc_id__9_d57e26413
Lebensdauer	bv_doc_id__9_d57e26415
gewählt	bv_doc_id__9_d57e26417
<g/>
.	
Artikel	bv_doc_id__9_d57e26427
156.	bv_doc_id__9_d57e26429
<g/>
(	
1	bv_doc_id__9_d57e26438
<g/>
)	
Der	bv_doc_id__9_d57e26443
Präsident	bv_doc_id__9_d57e26445
des	bv_doc_id__9_d57e26447
Bundesverfassungsgerichtes	bv_doc_id__9_d57e26449
steht	bv_doc_id__9_d57e26452
im	bv_doc_id__9_d57e26454
Range	bv_doc_id__9_d57e26456
des	bv_doc_id__9_d57e26458
Bundeskanzlers	bv_doc_id__9_d57e26460
<g/>
,	
der	bv_doc_id__9_d57e26465
Vizepräsident	bv_doc_id__9_d57e26467
im	bv_doc_id__9_d57e26469
Range	bv_doc_id__9_d57e26471
eines	bv_doc_id__9_d57e26473
Bundesministers	bv_doc_id__9_d57e26475
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e26487
<g/>
)	
Das	bv_doc_id__9_d57e26492
Amt	bv_doc_id__9_d57e26494
der	bv_doc_id__9_d57e26496
Mitglieder	bv_doc_id__9_d57e26498
des	bv_doc_id__9_d57e26501
Verfassungsgerichtshofes	bv_doc_id__9_d57e26503
ist	bv_doc_id__9_d57e26505
<g/>
,	
soweit	bv_doc_id__9_d57e26509
nicht	bv_doc_id__9_d57e26511
Mitglieder	bv_doc_id__9_d57e26514
als	bv_doc_id__9_d57e26516
ständige	bv_doc_id__9_d57e26518
Referenten	bv_doc_id__9_d57e26520
fungieren	bv_doc_id__9_d57e26522
<g/>
,	
ein	bv_doc_id__9_d57e26527
Ehrenamt	bv_doc_id__9_d57e26529
<g/>
.	
Die	bv_doc_id__9_d57e26533
ständigen	bv_doc_id__9_d57e26535
Referenten	bv_doc_id__9_d57e26537
werden	bv_doc_id__9_d57e26540
in	bv_doc_id__9_d57e26542
einer	bv_doc_id__9_d57e26544
Plenarversammlung	bv_doc_id__9_d57e26546
des	bv_doc_id__9_d57e26548
Gerichtshofes	bv_doc_id__9_d57e26550
aus	bv_doc_id__9_d57e26553
der	bv_doc_id__9_d57e26555
Mitte	bv_doc_id__9_d57e26557
seiner	bv_doc_id__9_d57e26559
Mitglieder	bv_doc_id__9_d57e26561
gewählt	bv_doc_id__9_d57e26563
<g/>
.	
Artikel	bv_doc_id__9_d57e26575
157.	bv_doc_id__9_d57e26577
Die	bv_doc_id__9_d57e26582
nähere	bv_doc_id__9_d57e26584
Organisation	bv_doc_id__9_d57e26586
und	bv_doc_id__9_d57e26588
das	bv_doc_id__9_d57e26590
Verfahren	bv_doc_id__9_d57e26593
des	bv_doc_id__9_d57e26595
Verfassungsgerichtshofes	bv_doc_id__9_d57e26597
wird	bv_doc_id__9_d57e26599
durch	bv_doc_id__9_d57e26601
das	bv_doc_id__9_d57e26603
Bundesgesetz	bv_doc_id__9_d57e26606
geregelt	bv_doc_id__9_d57e26608
<g/>
.	
Siebenter	bv_doc_id__9_d57e23981
Abschnitt	bv_doc_id__9_d57e23983
<g/>
.	
Von	bv_doc_id__9_d57e23990
den	bv_doc_id__9_d57e23992
Garantien	bv_doc_id__9_d57e23994
der	bv_doc_id__9_d57e23996
Verfassung	bv_doc_id__9_d57e23998
und	bv_doc_id__9_d57e24001
Verwaltung	bv_doc_id__9_d57e24003
<g/>
.	
A	bv_doc_id__9_d57e24012
<g/>
.	
Der	bv_doc_id__9_d57e24016
Verwaltungsgerichtshof	bv_doc_id__9_d57e24018
<g/>
.	
Artikel	bv_doc_id__9_d57e24027
138.	bv_doc_id__9_d57e24029
Wegen	bv_doc_id__9_d57e24034
Rechtsverletzung	bv_doc_id__9_d57e24036
durch	bv_doc_id__9_d57e24038
die	bv_doc_id__9_d57e24040
Entscheidung	bv_doc_id__9_d57e24042
oder	bv_doc_id__9_d57e24045
Verfügung	bv_doc_id__9_d57e24047
einer	bv_doc_id__9_d57e24049
Verwaltungsbehörde	bv_doc_id__9_d57e24051
des	bv_doc_id__9_d57e24053
Bundes	bv_doc_id__9_d57e24055
oder	bv_doc_id__9_d57e24058
eines	bv_doc_id__9_d57e24060
Landes	bv_doc_id__9_d57e24062
entscheidet	bv_doc_id__9_d57e24064
nach	bv_doc_id__9_d57e24066
Erschöpfung	bv_doc_id__9_d57e24068
des	bv_doc_id__9_d57e24071
administrativen	bv_doc_id__9_d57e24073
Instanzenzuges	bv_doc_id__9_d57e24075
der	bv_doc_id__9_d57e24077
Verwaltungsgerichtshof	bv_doc_id__9_d57e24079
<g/>
.	
Artikel	bv_doc_id__9_d57e24089
139.	bv_doc_id__9_d57e24091
<g/>
(	
1	bv_doc_id__9_d57e24100
<g/>
)	
Der	bv_doc_id__9_d57e24105
Verwaltungsgerichtshof	bv_doc_id__9_d57e24107
hat	bv_doc_id__9_d57e24109
in	bv_doc_id__9_d57e24111
der	bv_doc_id__9_d57e24114
Regel	bv_doc_id__9_d57e24116
nur	bv_doc_id__9_d57e24118
über	bv_doc_id__9_d57e24120
Beschwerde	bv_doc_id__9_d57e24122
der	bv_doc_id__9_d57e24124
Parteien	bv_doc_id__9_d57e24127
zu	bv_doc_id__9_d57e24129
erkennen	bv_doc_id__9_d57e24131
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e24142
<g/>
)	
Doch	bv_doc_id__9_d57e24147
kann	bv_doc_id__9_d57e24149
<g/>
,	
wenn	bv_doc_id__9_d57e24153
die	bv_doc_id__9_d57e24156
Entscheidung	bv_doc_id__9_d57e24158
oder	bv_doc_id__9_d57e24160
Verfügung	bv_doc_id__9_d57e24162
einer	bv_doc_id__9_d57e24164
Landesbehörde	bv_doc_id__9_d57e24166
die	bv_doc_id__9_d57e24169
Interessen	bv_doc_id__9_d57e24171
des	bv_doc_id__9_d57e24173
Bundes	bv_doc_id__9_d57e24175
verletzt	bv_doc_id__9_d57e24177
<g/>
,	
auch	bv_doc_id__9_d57e24182
die	bv_doc_id__9_d57e24184
Bundesregierung	bv_doc_id__9_d57e24186
den	bv_doc_id__9_d57e24188
Verwaltungsgerichtshof	bv_doc_id__9_d57e24190
anrufen	bv_doc_id__9_d57e24192
<g/>
.	
Artikel	bv_doc_id__9_d57e24205
140.	bv_doc_id__9_d57e24207
Von	bv_doc_id__9_d57e24212
der	bv_doc_id__9_d57e24214
