<doc id="bv_doc_id__68" attrs="word lemma type">
Vorentwurf	bv_doc_id__68_d52e312
in	bv_doc_id__68_d52e12519
der	bv_doc_id__68_d52e12521
Weise	bv_doc_id__68_d52e12524
durchzuführen	bv_doc_id__68_d52e12526
<g/>
,	
daß	bv_doc_id__68_d52e12530
ihm	bv_doc_id__68_d52e12532
ein	bv_doc_id__68_d52e12534
Beschluß	bv_doc_id__68_d52e12537
des	bv_doc_id__68_d52e12539
Bundestages	bv_doc_id__68_d52e12541
zur	bv_doc_id__68_d52e12543
Annahme	bv_doc_id__68_d52e12545
oder	bv_doc_id__68_d52e12547
Ablehnung	bv_doc_id__68_d52e12550
vorgelegt	bv_doc_id__68_d52e12552
wird	bv_doc_id__68_d52e12554
<g/>
.	
II	bv_doc_id__68_d52e12560
<g/>
.	
Kapitel	bv_doc_id__68_d52e12564
<g/>
.	
3.	bv_doc_id__68_d52e12460
Art.	bv_doc_id__68_d52e12576
63.	bv_doc_id__68_d52e12578
Die	bv_doc_id__68_d52e12585
Gesetzgebung	bv_doc_id__68_d52e12587
<g/>
.	
Zu	bv_doc_id__68_d52e12592
einem	bv_doc_id__68_d52e12594
Gesetz	bv_doc_id__68_d52e12596
ist	bv_doc_id__68_d52e12598
ein	bv_doc_id__68_d52e12601
Beschluß	bv_doc_id__68_d52e12603
des	bv_doc_id__68_d52e12605
Bundestages	bv_doc_id__68_d52e12607
und	bv_doc_id__68_d52e12609
die	bv_doc_id__68_d52e12611
Genehmigung	bv_doc_id__68_d52e12614
durch	bv_doc_id__68_d52e12616
den	bv_doc_id__68_d52e12618
Bundespräsidenten	bv_doc_id__68_d52e12620
oder	bv_doc_id__68_d52e12622
ein	bv_doc_id__68_d52e12624
Volksentscheid	bv_doc_id__68_d52e12627
(Art.	bv_doc_id__68_d52e12629
62	bv_doc_id__68_d52e12631
Z	bv_doc_id__68_d52e12633
<g/>
.	
1	bv_doc_id__68_d52e12637
und	bv_doc_id__68_d52e12640
2	bv_doc_id__68_d52e12642
<g/>
)	
erforderlich	bv_doc_id__68_d52e12646
<g/>
.	
<g/>
-	
13	bv_doc_id__68_d52e12655
<g/>
-	
Jeder	bv_doc_id__68_d52e12661
Beschluß	bv_doc_id__68_d52e12664
des	bv_doc_id__68_d52e12666
Bundestages	bv_doc_id__68_d52e12668
ist	bv_doc_id__68_d52e12670
gleichzeitig	bv_doc_id__68_d52e12672
dem	bv_doc_id__68_d52e12674
Bundesrat	bv_doc_id__68_d52e12677
und	bv_doc_id__68_d52e12679
dem	bv_doc_id__68_d52e12681
Bundespräsidenten	bv_doc_id__68_d52e12683
zur	bv_doc_id__68_d52e12685
Kenntnis	bv_doc_id__68_d52e12687
zu	bv_doc_id__68_d52e12690
bringen	bv_doc_id__68_d52e12692
<g/>
.	
Gibt	bv_doc_id__68_d52e12696
der	bv_doc_id__68_d52e12698
Bundespräsident	bv_doc_id__68_d52e12700
binnen	bv_doc_id__68_d52e12703
4	bv_doc_id__68_d52e12705
Wochen	bv_doc_id__68_d52e12707
keine	bv_doc_id__68_d52e12709
Erklärung	bv_doc_id__68_d52e12711
ab	bv_doc_id__68_d52e12713
<g/>
,	
so	bv_doc_id__68_d52e12718
gilt	bv_doc_id__68_d52e12720
der	bv_doc_id__68_d52e12722
Beschluß	bv_doc_id__68_d52e12724
des	bv_doc_id__68_d52e12726
Bundestages	bv_doc_id__68_d52e12729
als	bv_doc_id__68_d52e12731
genehmigt	bv_doc_id__68_d52e12733
<g/>
.	
Innerhalb	bv_doc_id__68_d52e12737
dieser	bv_doc_id__68_d52e12739
Frist	bv_doc_id__68_d52e12742
kann	bv_doc_id__68_d52e12744
der	bv_doc_id__68_d52e12746
Bundespräsident	bv_doc_id__68_d52e12748
über	bv_doc_id__68_d52e12750
Antrag	bv_doc_id__68_d52e12752
des	bv_doc_id__68_d52e12755
Bundesrates	bv_doc_id__68_d52e12757
die	bv_doc_id__68_d52e12759
Genehmigung	bv_doc_id__68_d52e12761
versagen	bv_doc_id__68_d52e12763
und	bv_doc_id__68_d52e12765
den	bv_doc_id__68_d52e12768
Beschluß	bv_doc_id__68_d52e12770
an	bv_doc_id__68_d52e12772
den	bv_doc_id__68_d52e12774
Bundestag	bv_doc_id__68_d52e12776
zurückleiten	bv_doc_id__68_d52e12778
<g/>
.	
Verbleibt	bv_doc_id__68_d52e12783
dieser	bv_doc_id__68_d52e12785
bei	bv_doc_id__68_d52e12787
seinem	bv_doc_id__68_d52e12789
Beschluß	bv_doc_id__68_d52e12791
so	bv_doc_id__68_d52e12794
kann	bv_doc_id__68_d52e12796
der	bv_doc_id__68_d52e12798
Bundespräsident	bv_doc_id__68_d52e12800
den	bv_doc_id__68_d52e12802
Bundestag	bv_doc_id__68_d52e12804
auflösen	bv_doc_id__68_d52e12807
<g/>
.	
Wiederholt	bv_doc_id__68_d52e12811
der	bv_doc_id__68_d52e12813
neue	bv_doc_id__68_d52e12815
Bundestag	bv_doc_id__68_d52e12817
den	bv_doc_id__68_d52e12820
früheren	bv_doc_id__68_d52e12822
Beschluß	bv_doc_id__68_d52e12824
<g/>
,	
so	bv_doc_id__68_d52e12828
ist	bv_doc_id__68_d52e12830
eine	bv_doc_id__68_d52e12833
Versagung	bv_doc_id__68_d52e12835
der	bv_doc_id__68_d52e12837
Genehmigung	bv_doc_id__68_d52e12839
wirkungslos	bv_doc_id__68_d52e12841
<g/>
.	
Beschlüsse	bv_doc_id__68_d52e12846
des	bv_doc_id__68_d52e12848
Bundestages	bv_doc_id__68_d52e12850
<g/>
,	
welche	bv_doc_id__68_d52e12854
vom	bv_doc_id__68_d52e12856
Präsidenten	bv_doc_id__68_d52e12859
ge	bv_doc_id__68_d52e12861
nehmigt	bv_doc_id__68_d52e12863
sind	bv_doc_id__68_d52e12865
oder	bv_doc_id__68_d52e12867
der	bv_doc_id__68_d52e12869
Genehmigung	bv_doc_id__68_d52e12872
nicht	bv_doc_id__68_d52e12874
bedürfen	bv_doc_id__68_d52e12876
<g/>
,	
sind	bv_doc_id__68_d52e12880
unverzüglich	bv_doc_id__68_d52e12882
vom	bv_doc_id__68_d52e12885
Bundespräsidenten	bv_doc_id__68_d52e12887
unter	bv_doc_id__68_d52e12889
Gegenzeichnung	bv_doc_id__68_d52e12891
des	bv_doc_id__68_d52e12893
Kanzlers	bv_doc_id__68_d52e12895
und	bv_doc_id__68_d52e12898
der	bv_doc_id__68_d52e12900
zuständigen	bv_doc_id__68_d52e12902
Minister	bv_doc_id__68_d52e12904
zu	bv_doc_id__68_d52e12906
verlautbaren	bv_doc_id__68_d52e12908
<g/>
.	
IV	bv_doc_id__68_d52e12915
<g/>
.	
Hauptteil	bv_doc_id__68_d52e12919
<g/>
.	
Die	bv_doc_id__68_d52e12926
Länder	bv_doc_id__68_d52e12928
<g/>
.	
Die	bv_doc_id__68_d52e12935
Organe	bv_doc_id__68_d52e12937
der	bv_doc_id__68_d52e12939
Länder	bv_doc_id__68_d52e12941
<g/>
.	
Art.	bv_doc_id__68_d52e12576
63.	bv_doc_id__68_d52e12578
Die	bv_doc_id__68_d52e12585
Gesetzgebung	bv_doc_id__68_d52e12587
<g/>
.	
Zu	bv_doc_id__68_d52e12592
einem	bv_doc_id__68_d52e12594
Gesetz	bv_doc_id__68_d52e12596
ist	bv_doc_id__68_d52e12598
ein	bv_doc_id__68_d52e12601
Beschluß	bv_doc_id__68_d52e12603
des	bv_doc_id__68_d52e12605
Bundestages	bv_doc_id__68_d52e12607
und	bv_doc_id__68_d52e12609
die	bv_doc_id__68_d52e12611
Genehmigung	bv_doc_id__68_d52e12614
durch	bv_doc_id__68_d52e12616
den	bv_doc_id__68_d52e12618
Bundespräsidenten	bv_doc_id__68_d52e12620
oder	bv_doc_id__68_d52e12622
ein	bv_doc_id__68_d52e12624
Volksentscheid	bv_doc_id__68_d52e12627
(Art.	bv_doc_id__68_d52e12629
62	bv_doc_id__68_d52e12631
Z	bv_doc_id__68_d52e12633
<g/>
.	
1	bv_doc_id__68_d52e12637
und	bv_doc_id__68_d52e12640
2	bv_doc_id__68_d52e12642
<g/>
)	
erforderlich	bv_doc_id__68_d52e12646
<g/>
.	
<g/>
-	
13	bv_doc_id__68_d52e12655
<g/>
-	
Jeder	bv_doc_id__68_d52e12661
Beschluß	bv_doc_id__68_d52e12664
des	bv_doc_id__68_d52e12666
Bundestages	bv_doc_id__68_d52e12668
ist	bv_doc_id__68_d52e12670
gleichzeitig	bv_doc_id__68_d52e12672
dem	bv_doc_id__68_d52e12674
Bundesrat	bv_doc_id__68_d52e12677
und	bv_doc_id__68_d52e12679
dem	bv_doc_id__68_d52e12681
Bundespräsidenten	bv_doc_id__68_d52e12683
zur	bv_doc_id__68_d52e12685
Kenntnis	bv_doc_id__68_d52e12687
zu	bv_doc_id__68_d52e12690
bringen	bv_doc_id__68_d52e12692
<g/>
.	
Gibt	bv_doc_id__68_d52e12696
der	bv_doc_id__68_d52e12698
Bundespräsident	bv_doc_id__68_d52e12700
binnen	bv_doc_id__68_d52e12703
4	bv_doc_id__68_d52e12705
Wochen	bv_doc_id__68_d52e12707
keine	bv_doc_id__68_d52e12709
Erklärung	bv_doc_id__68_d52e12711
ab	bv_doc_id__68_d52e12713
<g/>
,	
so	bv_doc_id__68_d52e12718
gilt	bv_doc_id__68_d52e12720
der	bv_doc_id__68_d52e12722
Beschluß	bv_doc_id__68_d52e12724
des	bv_doc_id__68_d52e12726
Bundestages	bv_doc_id__68_d52e12729
als	bv_doc_id__68_d52e12731
genehmigt	bv_doc_id__68_d52e12733
<g/>
.	
Innerhalb	bv_doc_id__68_d52e12737
dieser	bv_doc_id__68_d52e12739
Frist	bv_doc_id__68_d52e12742
kann	bv_doc_id__68_d52e12744
der	bv_doc_id__68_d52e12746
Bundespräsident	bv_doc_id__68_d52e12748
über	bv_doc_id__68_d52e12750
Antrag	bv_doc_id__68_d52e12752
des	bv_doc_id__68_d52e12755
Bundesrates	bv_doc_id__68_d52e12757
die	bv_doc_id__68_d52e12759
Genehmigung	bv_doc_id__68_d52e12761
versagen	bv_doc_id__68_d52e12763
und	bv_doc_id__68_d52e12765
den	bv_doc_id__68_d52e12768
Beschluß	bv_doc_id__68_d52e12770
an	bv_doc_id__68_d52e12772
den	bv_doc_id__68_d52e12774
Bundestag	bv_doc_id__68_d52e12776
zurückleiten	bv_doc_id__68_d52e12778
<g/>
.	
Verbleibt	bv_doc_id__68_d52e12783
dieser	bv_doc_id__68_d52e12785
bei	bv_doc_id__68_d52e12787
seinem	bv_doc_id__68_d52e12789
Beschluß	bv_doc_id__68_d52e12791
so	bv_doc_id__68_d52e12794
kann	bv_doc_id__68_d52e12796
der	bv_doc_id__68_d52e12798
Bundespräsident	bv_doc_id__68_d52e12800
den	bv_doc_id__68_d52e12802
Bundestag	bv_doc_id__68_d52e12804
auflösen	bv_doc_id__68_d52e12807
<g/>
.	
Wiederholt	bv_doc_id__68_d52e12811
der	bv_doc_id__68_d52e12813
neue	bv_doc_id__68_d52e12815
Bundestag	bv_doc_id__68_d52e12817
den	bv_doc_id__68_d52e12820
früheren	bv_doc_id__68_d52e12822
Beschluß	bv_doc_id__68_d52e12824
<g/>
,	
so	bv_doc_id__68_d52e12828
ist	bv_doc_id__68_d52e12830
eine	bv_doc_id__68_d52e12833
Versagung	bv_doc_id__68_d52e12835
der	bv_doc_id__68_d52e12837
Genehmigung	bv_doc_id__68_d52e12839
wirkungslos	bv_doc_id__68_d52e12841
<g/>
.	
Beschlüsse	bv_doc_id__68_d52e12846
des	bv_doc_id__68_d52e12848
Bundestages	bv_doc_id__68_d52e12850
<g/>
,	
welche	bv_doc_id__68_d52e12854
vom	bv_doc_id__68_d52e12856
Präsidenten	bv_doc_id__68_d52e12859
ge	bv_doc_id__68_d52e12861
nehmigt	bv_doc_id__68_d52e12863
sind	bv_doc_id__68_d52e12865
oder	bv_doc_id__68_d52e12867
der	bv_doc_id__68_d52e12869
Genehmigung	bv_doc_id__68_d52e12872
nicht	bv_doc_id__68_d52e12874
bedürfen	bv_doc_id__68_d52e12876
<g/>
,	
sind	bv_doc_id__68_d52e12880
unverzüglich	bv_doc_id__68_d52e12882
vom	bv_doc_id__68_d52e12885
Bundespräsidenten	bv_doc_id__68_d52e12887
unter	bv_doc_id__68_d52e12889
Gegenzeichnung	bv_doc_id__68_d52e12891
des	bv_doc_id__68_d52e12893
Kanzlers	bv_doc_id__68_d52e12895
und	bv_doc_id__68_d52e12898
der	bv_doc_id__68_d52e12900
zuständigen	bv_doc_id__68_d52e12902
Minister	bv_doc_id__68_d52e12904
zu	bv_doc_id__68_d52e12906
verlautbaren	bv_doc_id__68_d52e12908
<g/>
.	
IV	bv_doc_id__68_d52e12915
<g/>
.	
Hauptteil	bv_doc_id__68_d52e12919
<g/>
.	
Die	bv_doc_id__68_d52e12926
Länder	bv_doc_id__68_d52e12928
<g/>
.	
Die	bv_doc_id__68_d52e12935
Organe	bv_doc_id__68_d52e12937
der	bv_doc_id__68_d52e12939
Länder	bv_doc_id__68_d52e12941
<g/>
.	
Art.	bv_doc_id__68_d52e12952
64.	bv_doc_id__68_d52e12954
Die	bv_doc_id__68_d52e12961
Organe	bv_doc_id__68_d52e12963
der	bv_doc_id__68_d52e12965
Länder	bv_doc_id__68_d52e12967
<g/>
.	
Jedes	bv_doc_id__68_d52e12972
Land	bv_doc_id__68_d52e12974
gibt	bv_doc_id__68_d52e12976
sich	bv_doc_id__68_d52e12978
selbst	bv_doc_id__68_d52e12981
seine	bv_doc_id__68_d52e12983
Verfassung	bv_doc_id__68_d52e12985
<g/>
,	
welche	bv_doc_id__68_d52e12989
erst	bv_doc_id__68_d52e12991
durch	bv_doc_id__68_d52e12994
die	bv_doc_id__68_d52e12996
Gewährleistung	bv_doc_id__68_d52e12998
seitens	bv_doc_id__68_d52e13000
des	bv_doc_id__68_d52e13002
Bundes	bv_doc_id__68_d52e13004
wirksam	bv_doc_id__68_d52e13007
wird	bv_doc_id__68_d52e13009
<g/>
.	
Die	bv_doc_id__68_d52e13013
gesetzgebende	bv_doc_id__68_d52e13015
und	bv_doc_id__68_d52e13017
vollziehende	bv_doc_id__68_d52e13020
Gewalt	bv_doc_id__68_d52e13022
muß	bv_doc_id__68_d52e13024
nach	bv_doc_id__68_d52e13026
folgenden	bv_doc_id__68_d52e13028
Grundsätzen	bv_doc_id__68_d52e13030
geregelt	bv_doc_id__68_d52e13033
werden	bv_doc_id__68_d52e13035
<g/>
.	
Art.	bv_doc_id__68_d52e12952
64.	bv_doc_id__68_d52e12954
Die	bv_doc_id__68_d52e12961
Organe	bv_doc_id__68_d52e12963
der	bv_doc_id__68_d52e12965
Länder	bv_doc_id__68_d52e12967
<g/>
.	
Jedes	bv_doc_id__68_d52e12972
Land	bv_doc_id__68_d52e12974
gibt	bv_doc_id__68_d52e12976
sich	bv_doc_id__68_d52e12978
selbst	bv_doc_id__68_d52e12981
seine	bv_doc_id__68_d52e12983
Verfassung	bv_doc_id__68_d52e12985
<g/>
,	
welche	bv_doc_id__68_d52e12989
erst	bv_doc_id__68_d52e12991
durch	bv_doc_id__68_d52e12994
die	bv_doc_id__68_d52e12996
Gewährleistung	bv_doc_id__68_d52e12998
seitens	bv_doc_id__68_d52e13000
des	bv_doc_id__68_d52e13002
Bundes	bv_doc_id__68_d52e13004
wirksam	bv_doc_id__68_d52e13007
wird	bv_doc_id__68_d52e13009
<g/>
.	
Die	bv_doc_id__68_d52e13013
gesetzgebende	bv_doc_id__68_d52e13015
und	bv_doc_id__68_d52e13017
vollziehende	bv_doc_id__68_d52e13020
Gewalt	bv_doc_id__68_d52e13022
muß	bv_doc_id__68_d52e13024
nach	bv_doc_id__68_d52e13026
folgenden	bv_doc_id__68_d52e13028
Grundsätzen	bv_doc_id__68_d52e13030
geregelt	bv_doc_id__68_d52e13033
werden	bv_doc_id__68_d52e13035
<g/>
.	
Art.	bv_doc_id__68_d52e13045
65.	bv_doc_id__68_d52e13047
Die	bv_doc_id__68_d52e13052
Organe	bv_doc_id__68_d52e13054
der	bv_doc_id__68_d52e13056
Länder	bv_doc_id__68_d52e13058
sind	bv_doc_id__68_d52e13060
der	bv_doc_id__68_d52e13063
Landtag	bv_doc_id__68_d52e13065
und	bv_doc_id__68_d52e13067
die	bv_doc_id__68_d52e13069
Landesregierung	bv_doc_id__68_d52e13071
<g/>
.	
Art.	bv_doc_id__68_d52e13045
65.	bv_doc_id__68_d52e13047
Die	bv_doc_id__68_d52e13052
Organe	bv_doc_id__68_d52e13054
der	bv_doc_id__68_d52e13056
Länder	bv_doc_id__68_d52e13058
sind	bv_doc_id__68_d52e13060
der	bv_doc_id__68_d52e13063
Landtag	bv_doc_id__68_d52e13065
und	bv_doc_id__68_d52e13067
die	bv_doc_id__68_d52e13069
Landesregierung	bv_doc_id__68_d52e13071
<g/>
.	
Art.	bv_doc_id__68_d52e13081
66.	bv_doc_id__68_d52e13083
Die	bv_doc_id__68_d52e13088
Mitglieder	bv_doc_id__68_d52e13090
des	bv_doc_id__68_d52e13092
Landtages	bv_doc_id__68_d52e13094
werden	bv_doc_id__68_d52e13096
auf	bv_doc_id__68_d52e13099
Grund	bv_doc_id__68_d52e13101
des	bv_doc_id__68_d52e13103
gleichen	bv_doc_id__68_d52e13105
<g/>
,	
geheimen	bv_doc_id__68_d52e13109
<g/>
,	
unmittelbaren	bv_doc_id__68_d52e13114
und	bv_doc_id__68_d52e13116
persönlichen	bv_doc_id__68_d52e13118
Verhältniswahlrechtes	bv_doc_id__68_d52e13120
aller	bv_doc_id__68_d52e13122
nach	bv_doc_id__68_d52e13125
der	bv_doc_id__68_d52e13127
Landtagswahlordnung	bv_doc_id__68_d52e13129
wahlberechtigten	bv_doc_id__68_d52e13131
Bürger	bv_doc_id__68_d52e13133
ohne	bv_doc_id__68_d52e13135
Unterschied	bv_doc_id__68_d52e13138
des	bv_doc_id__68_d52e13140
Geschlechtes	bv_doc_id__68_d52e13142
gewählt	bv_doc_id__68_d52e13144
<g/>
.	
Die	bv_doc_id__68_d52e13148
Mitglieder	bv_doc_id__68_d52e13151
des	bv_doc_id__68_d52e13153
Landtages	bv_doc_id__68_d52e13155
genießen	bv_doc_id__68_d52e13157
hinsichtlich	bv_doc_id__68_d52e13159
der	bv_doc_id__68_d52e13161
Abstimmung	bv_doc_id__68_d52e13164
<g/>
,	
Äußerungen	bv_doc_id__68_d52e13168
<g/>
,	
Zeugenpflicht	bv_doc_id__68_d52e13172
und	bv_doc_id__68_d52e13174
strafbarer	bv_doc_id__68_d52e13177
Handlungen	bv_doc_id__68_d52e13179
die	bv_doc_id__68_d52e13181
gleiche	bv_doc_id__68_d52e13183
Ausnahmsstellung	bv_doc_id__68_d52e13185
wie	bv_doc_id__68_d52e13187
die	bv_doc_id__68_d52e13190
Mitglieder	bv_doc_id__68_d52e13192
des	bv_doc_id__68_d52e13194
Bundestages	bv_doc_id__68_d52e13196
<g/>
.	
Die	bv_doc_id__68_d52e13200
Bestimmungen	bv_doc_id__68_d52e13203
der	bv_doc_id__68_d52e13205
Art.	bv_doc_id__68_d52e13207
48	bv_doc_id__68_d52e13209
und	bv_doc_id__68_d52e13211
49	bv_doc_id__68_d52e13213
sind	bv_doc_id__68_d52e13216
auf	bv_doc_id__68_d52e13218
sie	bv_doc_id__68_d52e13220
sinngemäß	bv_doc_id__68_d52e13222
anzuwenden	bv_doc_id__68_d52e13224
<g/>
.	
Auch	bv_doc_id__68_d52e13229
in	bv_doc_id__68_d52e13231
den	bv_doc_id__68_d52e13233
Räumen	bv_doc_id__68_d52e13235
des	bv_doc_id__68_d52e13237
Landtages	bv_doc_id__68_d52e13239
darf	bv_doc_id__68_d52e13242
eine	bv_doc_id__68_d52e13244
Durchsuchung	bv_doc_id__68_d52e13246
oder	bv_doc_id__68_d52e13248
Beschlagnahme	bv_doc_id__68_d52e13250
nur	bv_doc_id__68_d52e13252
mit	bv_doc_id__68_d52e13255
Zustimmung	bv_doc_id__68_d52e13257
des	bv_doc_id__68_d52e13259
Landtagspräsidenten	bv_doc_id__68_d52e13261
vorgenommen	bv_doc_id__68_d52e13263
werden	bv_doc_id__68_d52e13265
<g/>
.	
Art.	bv_doc_id__68_d52e13081
66.	bv_doc_id__68_d52e13083
Die	bv_doc_id__68_d52e13088
Mitglieder	bv_doc_id__68_d52e13090
des	bv_doc_id__68_d52e13092
Landtages	bv_doc_id__68_d52e13094
werden	bv_doc_id__68_d52e13096
auf	bv_doc_id__68_d52e13099
Grund	bv_doc_id__68_d52e13101
des	bv_doc_id__68_d52e13103
gleichen	bv_doc_id__68_d52e13105
<g/>
,	
geheimen	bv_doc_id__68_d52e13109
<g/>
,	
unmittelbaren	bv_doc_id__68_d52e13114
und	bv_doc_id__68_d52e13116
persönlichen	bv_doc_id__68_d52e13118
Verhältniswahlrechtes	bv_doc_id__68_d52e13120
aller	bv_doc_id__68_d52e13122
nach	bv_doc_id__68_d52e13125
der	bv_doc_id__68_d52e13127
Landtagswahlordnung	bv_doc_id__68_d52e13129
wahlberechtigten	bv_doc_id__68_d52e13131
Bürger	bv_doc_id__68_d52e13133
ohne	bv_doc_id__68_d52e13135
Unterschied	bv_doc_id__68_d52e13138
des	bv_doc_id__68_d52e13140
Geschlechtes	bv_doc_id__68_d52e13142
gewählt	bv_doc_id__68_d52e13144
<g/>
.	
Die	bv_doc_id__68_d52e13148
Mitglieder	bv_doc_id__68_d52e13151
des	bv_doc_id__68_d52e13153
Landtages	bv_doc_id__68_d52e13155
genießen	bv_doc_id__68_d52e13157
hinsichtlich	bv_doc_id__68_d52e13159
der	bv_doc_id__68_d52e13161
Abstimmung	bv_doc_id__68_d52e13164
<g/>
,	
Äußerungen	bv_doc_id__68_d52e13168
<g/>
,	
Zeugenpflicht	bv_doc_id__68_d52e13172
und	bv_doc_id__68_d52e13174
strafbarer	bv_doc_id__68_d52e13177
Handlungen	bv_doc_id__68_d52e13179
die	bv_doc_id__68_d52e13181
gleiche	bv_doc_id__68_d52e13183
Ausnahmsstellung	bv_doc_id__68_d52e13185
wie	bv_doc_id__68_d52e13187
die	bv_doc_id__68_d52e13190
Mitglieder	bv_doc_id__68_d52e13192
des	bv_doc_id__68_d52e13194
Bundestages	bv_doc_id__68_d52e13196
<g/>
.	
Die	bv_doc_id__68_d52e13200
Bestimmungen	bv_doc_id__68_d52e13203
der	bv_doc_id__68_d52e13205
Art.	bv_doc_id__68_d52e13207
48	bv_doc_id__68_d52e13209
und	bv_doc_id__68_d52e13211
49	bv_doc_id__68_d52e13213
sind	bv_doc_id__68_d52e13216
auf	bv_doc_id__68_d52e13218
sie	bv_doc_id__68_d52e13220
sinngemäß	bv_doc_id__68_d52e13222
anzuwenden	bv_doc_id__68_d52e13224
<g/>
.	
Auch	bv_doc_id__68_d52e13229
in	bv_doc_id__68_d52e13231
den	bv_doc_id__68_d52e13233
Räumen	bv_doc_id__68_d52e13235
des	bv_doc_id__68_d52e13237
Landtages	bv_doc_id__68_d52e13239
darf	bv_doc_id__68_d52e13242
eine	bv_doc_id__68_d52e13244
Durchsuchung	bv_doc_id__68_d52e13246
oder	bv_doc_id__68_d52e13248
Beschlagnahme	bv_doc_id__68_d52e13250
nur	bv_doc_id__68_d52e13252
mit	bv_doc_id__68_d52e13255
Zustimmung	bv_doc_id__68_d52e13257
des	bv_doc_id__68_d52e13259
Landtagspräsidenten	bv_doc_id__68_d52e13261
vorgenommen	bv_doc_id__68_d52e13263
werden	bv_doc_id__68_d52e13265
<g/>
.	
Art.	bv_doc_id__68_d52e13276
67	bv_doc_id__68_d52e13278
Der	bv_doc_id__68_d52e13283
Landtag	bv_doc_id__68_d52e13285
gibt	bv_doc_id__68_d52e13287
sich	bv_doc_id__68_d52e13289
eine	bv_doc_id__68_d52e13291
eigene	bv_doc_id__68_d52e13294
Geschäftsordnung	bv_doc_id__68_d52e13296
<g/>
;	
soweit	bv_doc_id__68_d52e13300
diese	bv_doc_id__68_d52e13302
nicht	bv_doc_id__68_d52e13304
Ausnahmen	bv_doc_id__68_d52e13307
zuläßt	bv_doc_id__68_d52e13309
<g/>
,	
sind	bv_doc_id__68_d52e13313
die	bv_doc_id__68_d52e13315
Sitzungen	bv_doc_id__68_d52e13317
öffentlich	bv_doc_id__68_d52e13320
<g/>
;	
die	bv_doc_id__68_d52e13324
Berichte	bv_doc_id__68_d52e13326
über	bv_doc_id__68_d52e13328
öffentliche	bv_doc_id__68_d52e13330
Sitzungen	bv_doc_id__68_d52e13333
sind	bv_doc_id__68_d52e13335
straffrei	bv_doc_id__68_d52e13337
<g/>
.	
Der	bv_doc_id__68_d52e13341
Landtag	bv_doc_id__68_d52e13343
wählt	bv_doc_id__68_d52e13346
sich	bv_doc_id__68_d52e13348
seinen	bv_doc_id__68_d52e13350
Präsidenten	bv_doc_id__68_d52e13352
<g/>
,	
der	bv_doc_id__68_d52e13356
die	bv_doc_id__68_d52e13359
Verhandlungen	bv_doc_id__68_d52e13361
leitet	bv_doc_id__68_d52e13363
<g/>
,	
Haus-	bv_doc_id__68_d52e13367
und	bv_doc_id__68_d52e13369
Sitzungspolizei	bv_doc_id__68_d52e13372
ausübt	bv_doc_id__68_d52e13374
und	bv_doc_id__68_d52e13376
den	bv_doc_id__68_d52e13378
Landtag	bv_doc_id__68_d52e13380
vertritt	bv_doc_id__68_d52e13382
<g/>
.	
Art.	bv_doc_id__68_d52e13276
67	bv_doc_id__68_d52e13278
Der	bv_doc_id__68_d52e13283
Landtag	bv_doc_id__68_d52e13285
gibt	bv_doc_id__68_d52e13287
sich	bv_doc_id__68_d52e13289
eine	bv_doc_id__68_d52e13291
eigene	bv_doc_id__68_d52e13294
Geschäftsordnung	bv_doc_id__68_d52e13296
<g/>
;	
soweit	bv_doc_id__68_d52e13300
diese	bv_doc_id__68_d52e13302
nicht	bv_doc_id__68_d52e13304
Ausnahmen	bv_doc_id__68_d52e13307
zuläßt	bv_doc_id__68_d52e13309
<g/>
,	
sind	bv_doc_id__68_d52e13313
die	bv_doc_id__68_d52e13315
Sitzungen	bv_doc_id__68_d52e13317
öffentlich	bv_doc_id__68_d52e13320
<g/>
;	
die	bv_doc_id__68_d52e13324
Berichte	bv_doc_id__68_d52e13326
über	bv_doc_id__68_d52e13328
öffentliche	bv_doc_id__68_d52e13330
Sitzungen	bv_doc_id__68_d52e13333
sind	bv_doc_id__68_d52e13335
straffrei	bv_doc_id__68_d52e13337
<g/>
.	
Der	bv_doc_id__68_d52e13341
Landtag	bv_doc_id__68_d52e13343
wählt	bv_doc_id__68_d52e13346
sich	bv_doc_id__68_d52e13348
seinen	bv_doc_id__68_d52e13350
Präsidenten	bv_doc_id__68_d52e13352
<g/>
,	
der	bv_doc_id__68_d52e13356
die	bv_doc_id__68_d52e13359
Verhandlungen	bv_doc_id__68_d52e13361
leitet	bv_doc_id__68_d52e13363
<g/>
,	
Haus-	bv_doc_id__68_d52e13367
und	bv_doc_id__68_d52e13369
Sitzungspolizei	bv_doc_id__68_d52e13372
ausübt	bv_doc_id__68_d52e13374
und	bv_doc_id__68_d52e13376
den	bv_doc_id__68_d52e13378
Landtag	bv_doc_id__68_d52e13380
vertritt	bv_doc_id__68_d52e13382
<g/>
.	
Art.	bv_doc_id__68_d52e13393
68.	bv_doc_id__68_d52e13395
Die	bv_doc_id__68_d52e13400
Landesregierung	bv_doc_id__68_d52e13402
besteht	bv_doc_id__68_d52e13404
aus	bv_doc_id__68_d52e13406
dem	bv_doc_id__68_d52e13408
Landeshauptmann	bv_doc_id__68_d52e13411
und	bv_doc_id__68_d52e13413
den	bv_doc_id__68_d52e13415
Landesräten	bv_doc_id__68_d52e13417
Der	bv_doc_id__68_d52e13419
Landeshauptmann	bv_doc_id__68_d52e13421
